,year,sentence
2684,1924,Underwriter (tug) seized 4th time near Block Is Held for Fourth Titan an Rum-Runner.
2685,1924,Arrives in Peru PERSHING ARRIVES IN PERU.; Head of Delegation to Independence Celebration Gets Ovation in Lima.
2686,1924,Ill in Paris Earl of Ypres Is Doing Well.
2687,1924,Eds on policy ECONOMIC POLICY IN RUSSIA.
2688,1924,Sp art by N O'Neill on centennial of Battle of Ayacucho LATIN REPUBLICS UNSETTLED AFTER CENTURY OF LIBERTY; Argentine Only One That Seems Past Stage of Revolution as Centennial of South America's Yorktown Is Observed
2689,1924,Interviewed by S M Emery; recalls first visit to N Y SIR THOMAS STILL DREAMS OF VICTORY; Meanwhile the Indefatigable Cup-Seeker Contrasts New York of Today With City He First Saw
2690,1924, Birth Notice 1 -- No Title
2691,1924,"Offers to buy Chattanooga, Tenn, property long disputed by city, State and Nashville, Chattanooga & St Louis R R MAKES $3,000,000 BID FOR CHATTANOOGA SITE; Financier's Proposal Would Settle Long Dispute Between City, State and Railroad."
2692,1924,M. Mosessohn cites advantages of having manufacturers located near each other WHOLESALERS WHO SELL AT RETAIL; Direct Purchases by Consumers Have a Demoralizing Tendency in Many Ways.
2693,1924,Vs Drexel PENN FIVE TRIMS DREXEL.; Opens Basketball Season Impressively With Easy 34-11 Victory.
2694,1924,"Sentenced to life imprisonment for setting fire to house of S Kluba, causing his death and that of his wife and 2 children DULA REVOKES GIFT ON SON'S CONDUCT; Supreme Court Justice Denies Injunction Involving Fifth Avenue Property."
2695,1924,Repub leaders expect Pres Coolidge to endorse Underwood bill UNDERWOOD BILL EXPECTED TO PASS; Senate Leaders Believe President Will Endorse the Muscle Shoals Measure Tomorrow.
2696,1924,Weekly reports of N Y S Farms and Markets Dept STRAWBERRIES SELL HERE AT $3 A QUART; Ripe Tomatoes Arrive From the Bahamas and New Potatoes From Bermuda.
2697,1924,Suggested in lr from J W Toone For Limiting Motor Cars.
2698,1924,"Estimate of business to be done in Pittsburgh dist TO DRAW $40,000,000 PAY.; Pittsburgh Workers Will Get Great Sum for Christmas Shopping."
2699,1924,"Baby R Surfette starves to death in Leominster, Mass, because of family poverty Bay State Baby Starves to Death."
2700,1924, NINE GAMES FOR LAFAYETTE; Football Team Will Meet Colgate for First Time Since 1907.
2701,1924,Charges plot to place liquor on ship BELDING CHARGES A PLOT.; Intimates That Liquor Was Placed Aboard His Yacht.
2702,1924,"MILWAUKEE, Wis., Dec. 8. -- Six armed and unmasked bandits effected the first bank robbery in the history of Milwaukee today, when they entered the Northwestern National Bank a few minutes after the doors opened, held off employes and customers for twenty-five minutes, and escaped with $10,000 in cash and $284,200 in negotiable securities.   BANDITS GET $294,200 IN MILWAUKEE BANK; Six Armed and Unmasked Youths Force Clerks and Customers to Cover Their Eyes During Job."
2703,1924,Vs Harvard Yale Beats Harvard at Polo.
2704,1924,"Explosion kills 9 in Llay Main colliery near Wrexham 9 DIE IN WALES MINE BLAST.; Third British Disaster in 9 Days Occurs in ""Safest"" Welsh Pit."
2705,1924, FARMERS OF WEST IN INVESTORS' CLASS; Foreign Loans and Mortgage Paper in Active Demand -- Banking Accommodations Light.
2706,1924, Films in Aid of French Hospital.
2707,1924,"  Bean King"" Released on Ball."
2708,1924,"Suburban lot sellers rest until Spring LOT SELLERS TAKE A REST UNTIL SPRING; Bleak Winds Chill Ardor of Suburban ""Prospect"" But Vast Areas Will Yet Be Dotted By Homes."
2709,1924,"Lafcadio Hearn's Amer Days, by E L Tinker QUEER LAFCADIO HEARN; A Biography of One of the Strangest and Most Interesting Figures in American Letters."
2710,1924,Deputies meet to consider reply to Premier ZAGHLULIST LEADER SOUGHT IN EGYPT; Is Wanted in Inquiry Into Gen. Lee's Murder -- Premier Talks to Governors.
2711,1924,"Bishop Brent condemns opium conf DR. BRENT CONDEMNS OPIUM CONFERENCE; American Bishop Declares He Is ""Disgusted"" With Its Results."
2712,1924, Launch and Passengers Seized.
2713,1924,"Week-end cruises COOLIDGES TAKE A CRUISE.; Will Spend Night on Mayflower, With Mr. and Mrs. Stearns."
2714,1924,Court of Appeals orders return of seized liquor based on defects in affidavits TWO CABARETS GET SEIZED LIQUOR BACK; Court Rules That Affidavits Regarding Hollywood and Silver Slipper Were Defective.
2715,1924, LONDON NOTES
2716,1924,Preparations for inquiry TRANSIT INQUIRY IS DUE THIS WEEK; Judge McAvoy at Work Clearing Up Court Duties to Start Investigation.
2717,1924,"LONDON, Dec. 7. -- The Government's new debt conversion offer has now expired, and the City is awaiting the announcement of the result with considerable interest. The terms were not particularly attractive, but they reflected the confidence of the Government in its own credit and the ability to repay a large amount of Exchequer bonds in cash if the conversion offer failed to achieve success.   LONDON ON BRITISH DEBT-CONVERSION PLAN; Question Whether the Government Can Continue to Impose Such Advantageous Terms."
2718,1924,Comr Hirshfield gets Supreme Court order directing him to appear before him Dec 17 STATE EMPLOYMENT LEVEL.; Seasonal Decreases in Some Trades Offset Gains in Others.
2719,1924,"Death; career; por ,WILLIAM g. REIGK, EDITOR, DIES AT 60; Former Owner of Tho Sun and Evening Sun Expires.at City Home After Long illness."
2720,1924,"Drain's add at dinner by N Y chapters of Legion LEGION HEAD BACKS UNIVERSAL DRAFT; Commander Drain, at Meeting Here, Commits Organization to Proposal."
2721,1924,San Francisco station gets signals from Norwegian ship near South Pole GET RADIO NEAR SOUTH POLE; Crew of Norwegian Ship Hear Signals of California Station.
2722,1924,"Comic Supplement, by J P McAvoy, to be staged by F Ziegfeld Ziegfeld Now to Glorify Native American Humor; In Producing McEvoy's ""Comic Supplement"" He Turns to Man in Street With Typical Reactions to Varied Background"
2723,1924,"Amer Art Gal ARMOR SALES NET $89,123.; Basinet From Keasbey Collection. Brings Top Price, $6,000."
2724,1924,"Sp art by P Reniers BEHIND THE SCENES OF THE 47 WORKSHOP; Near View of Method and Magic of Prof. Baker, Whom Yale Wins From Harvard"
2725,1924,"The sharp rise in the automobile and accessory stocks in the last hour of trading yesterday revive dspeculation interest in the stock market. During the early trading the speculative fever appeared to be on the wane with the trend generally downward. While trading was again on a large scale compared with normal markets, the total for the day was far below that of any day last week.   TOPICS IN WALL STREET."
2726,1924,Suit begun in Federal Court in N Y C by six N Y Stock Exchange firms for recovery of taxes alleged to have been improperly assessed UNTERMYER DENIES EXCULPATING GERMANY; Writes Savannah Editor He Expressed No Opinion on War Responsibility.
2727,1924,"Will ELEANOR G. HEWITT'S WILL.; Bequeathes $2,000,000 Estate to Relatives, Friends and Servants."
2728,1924,In hands of receiver Nebraska Department Store Fails.
2729,1924,Will re-wed former wife Wm. B. Scotts Prepare to Rewed.
2730,1924,Sp art on delinquency MENTAL DEFECTS CALLED CAUSE OF DELINQUENCY; Neurologists' Investigations Eliminate Poverty as Factor -- Emotional Instability An Element of Great Importance -- Says Laws Should Be Reconciled With Science
2731,1924,"The annual meeting of the Executive Committee of the United States Lawn Tennis Association will be held in this city on Saturday. More significance and greater interest is attached to it than probably has been centred in any meeting in the history of the national organization.   U.S. TENNIS BODY TO DISCUSS RULES; Executive Committee, Which Meets Saturday, Will Hear Player-Writer Report."
2732,1924,Sp art on reasons of state behind British attempt to conceal name of Sir Hari Singh in Robinson vs Midland Bank suit WHY BRITAIN CENSORED 'MR A's' REAL NAME; Reasons of State Lay Behind Attempt at Secrecy in Blackmail Suit
2733,1924,"Oct report SUGAR PROFITS DECREASE.; Cuban-American Company's Net for Year Just Ended $6,575,784."
2734,1924,"Secretary of Labor Davis recommends that immigration restrictions be lifted whenever farmers and laborers are needed in the country. The Third Party candidate could have used about 10,000,000 of them only a few weeks ago.   BY-PRODUCTS"
2735,1924,"PARIS, Dec. 7. -- In spite of the formal declarations still made by the Government and the bank, many people in financial Paris are beginning to wonder how the end-of-the-year requirements in the Paris money market can be met without raising the maximum circulation of the Bank of France above the present 41,000,000,000 at present fixed for the total issue.   PARIS TROUBLED OVER BANKNOTE MAXIMUM; Cannot See How Year-End Settlements Will Be Financed Without Exceeding It."
2736,1924,"Postmaster Morgan, X Y C, stresses 5 points 5 POINTS STRESSED ON CHRISTMAS MAIL; Postmaster Morgan Urges Senders to Put Their Addresses or All Packages."
2737,1924," PRICE AVERAGE HIGHER.; Fisher's ""Index Number"" Still, However, Below Year's Highest."
2738,1924, WEEK'S RISE IN THE FRANC.; Ascribed by Financial London to the Debt Settlement Talk.
2739,1924,Races No Racing at Havana.
2740,1924,"SEVERAL manuscripts presented by famous musicians to Miss Dance. daughter of William Dance, one of the founders of the Royal Philharmonic Society, and belonging to the period between 1829 and 1840, and now in private hands may find their way to the auction room.   Events In England"
2741,1924,"London uncertain as to whereabouts of Sir Hari Singh LONDON IS GUESSING ABOUT HARI SINGH; Newspaper Reports Have Him in London, Paris, Monte Carlo-and Kashmir."
2742,1924,Reported on way to Mexico City; warrant for his arrest issued in Los Angeles Fuente's Arrest Is Sought.
2743,1924,"Candidate for U S Dist Court bench, int by Atty Gen Stone MRS. BUZZI MINGLES IN SHOPPING CROWDS; Spends Her First Day of Freedom in the Stores and Getting ""Fresh Air."""
2744,1924,"Oct yield of revenue pledged to service of reconstruction loan SAYS RAIL COMBINES ARE LONG WAY OFF; Many Points to Be Settled Before Consolidations Are Completed, F.J. Lisman Asserts."
2745,1924, CHOOSING THE FIRST PARTY DRESS; Beautiful Modes Simplify the Task of Finding Suitable Attire for the Young Girl
2746,1924,"BY arrangement with Arch Selwyn, the best scenes in ""Chariot's Revue"" will be presented in Keith vaudeville this Winter under the direction of Lewis  Gordon, who will make three elaborate acts out of the material. The Palace has already booked the three Chariot turns and will headline them.   GOSSIP OF VAUDEVILLE"
2747,1924,"Warrant for arrest SEEK BATAVIA ""WIZARD.""; Warrant Issued for M. Earl Williams, Accused of Larceny."
2748,1924,"Acker (Mrs), D suit against N Y Central R R for death of husband at White Plains, settled out of court Settles Damage Suit for $25,000."
2749,1924,Warns against industrial inflation LABOR BUREAU WARNS AGAINST INFLATION; Says Increase in Purchasing Power of Consumers Doesn't Warrant Enormous Production.
2750,1924,Ed Air Mail Efficiency.
2751,1924,Conservative Govt decides picture must be removed from House of Commons COMMONS WILL LOSE LADY ASTOR PICTURE; New Conservative Government Decides It Cannot Hang in the House.
2752,1924,Elects P Sejourne member Science Academy Elects Sejourne.
2753,1924,"As the Spring season in men's clothing at wholesale has advanced to the present stage without price advances over the opening levels, it is held unlikely that in the time remaining there will be any substantial or general increases announced. Some manufacturers may increase their prices on duplicate orders, but even this action, it was said yesterday, is likely to be restricted.   BUSINESS WORLD"
2754,1924,"W G Winne, N J atty, urges investigation of Weehawken bootleg conspiracy GRIFFIN IS INDICTED AS BOOTLEG BRIBER; ASK FEDERAL INQUIRY; Broker Described as Ring Manager Is Accused of Paying 11 Weehawken Officials."
2755,1924,"Red Deputy criticizes disbursement of public money, urges subsidy for movies URGES FRENCH SUBSIDY FOR MOVIES AS ART; Red Deputy Wins Attention of Chamber by His Plea, but Not Its Votes."
2756,1924,Death The Rev. Joseph J. Prenclergast.
2757,1924,Further indictments expected; Col G T Vickers named special prosecutor??? statements by S Wilson of Anti-Saloon League and Vice Chancellor J Bentley; Kirk and Dorsey released on bail EXPECT TO INDICT 7 IN BIG LIQUOR PLOT; Action Due Tomorrow Against Two Federal Dry Agents and Five Jersey Policemen.
2758,1924,Payments PUBLICITY REPEAL LIKELY TO GO OVER; Congress Leaders Not Disposed to Open Up Tax Questions in Short Session.
2759,1924,"BERLIN, Dec. 6. -- There is little in Berlin today to show that tomorrow the Reichstag election will be held. Except for a few truckloads of enthusiasts dashing through the main thoroughfares under big banners and scattering pamphlets urging voters to back their respectives parties, Berlin presents an everyday appearance.   GERMANY ELECTS REICHSTAG TODAY; Campaign Closes With People Apathetic and a Light Vote Is Forecast."
2760,1924,Permanent Comm will give report to Council at Rome meeting; cites Palestine problems CITES PALESTINE PROBLEMS.; League Mandates Board Tells of Immigration Troubles.
2761,1924,"Impending shake-up in ""dry"" unit; statement by Comr D H Blair BIG SHAKE-UP DUE IN STATE DRY FORCE; Commissioner Blair Aims to Take Enforcement Bureau Out of Politics."
2762,1924,"Nov review MAGAZINE TO BE BROADENED; Book Reviews, Cartoons and Special Features Added to ""Equal Rights."""
2763,1924,"Four steamships will sail today for Europe, carrying Christmas passengers and mails filled with holiday gifts   MANY OFF TO SPEND CHRISTMAS ABROAD; Four Liners Start for Europe Today -- Einthoven, Nobel Prize Winner, Among Passengers."
